GEOid,GEOid2,GEOdisplay_label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38
1400000US36047038600,36047038600,"Census Tract 386, Kings County, New York",1033,98,60148,10212,68.4,9.5,70638,11991,35.0,10.2,6757,3019,36.7,9.3,14163,2757,4.7,3.4,8596,701,2.6,2.9,1019,1065,21.8,7.2,15624,5371,739,111,72373,11786,20.7,8.9,35195,4783,32.2,11.5,44041,11266,15.6,8.1,104280,20760,13.5,7.9,73642,19700,13.3,6.5,153897,35588,4.7,4.0,90817,18337,2988,418,21320,3363,63.7,9.2,23292,4232,0.0,1.2,-,**,0.0,1.2,-,**,33.1,9.1,17564,6311,0.0,1.2,-,**,3.2,4.5,20988,17950,0.0,1.2,-,**,12.4,7.0,16595,8467,54.4,10.3,24689,4845,42.5,(X),(X),(X),44.2,(X),(X),(X),27.5,(X),(X),(X)
1400000US36047038700,36047038700,"Census Tract 387, Kings County, New York",1384,140,45462,8034,70.2,8.6,54820,10923,9.5,6.0,5677,3830,22.4,8.4,10734,2778,13.2,5.6,5846,1264,14.5,7.0,2165,830,14.4,6.4,16315,6499,931,141,47629,9233,24.1,9.0,N,N,45.3,11.8,N,N,13.4,8.9,N,N,11.5,7.5,N,N,4.5,4.7,N,N,1.2,1.8,N,N,3616,413,18150,3451,13.7,7.3,12589,6374,78.0,8.3,19968,4264,0.0,1.0,-,**,2.1,1.9,31727,14747,0.0,1.0,-,**,5.8,4.9,2795,3028,0.4,0.8,N,N,19.1,7.6,7629,3889,4.9,4.3,20598,11187,44.7,(X),(X),(X),45.6,(X),(X),(X),34.0,(X),(X),(X)
1400000US36047038800,36047038800,"Census Tract 388, Kings County, New York",1180,121,53618,7063,74.0,8.6,54145,8156,29.5,8.9,5252,2207,31.3,9.4,19314,3161,5.8,4.6,13454,6290,2.0,1.6,2233,1366,19.8,8.6,19485,6816,814,125,59264,8713,25.1,11.0,N,N,46.2,12.5,N,N,17.9,9.4,N,N,7.5,4.8,N,N,2.7,2.8,N,N,0.6,1.1,N,N,3054,433,21077,3595,90.4,11.1,22364,3262,0.0,1.1,-,**,0.0,1.1,-,**,0.7,1.1,34370,6959,0.0,1.1,-,**,1.5,1.8,35435,8623,7.4,11.1,1252,87,1.2,1.3,45278,3321,90.4,11.1,22364,3262,27.2,(X),(X),(X),32.9,(X),(X),(X),23.6,(X),(X),(X)
1400000US36047038900,36047038900,"Census Tract 389, Kings County, New York",879,109,43381,10121,80.4,8.7,48123,10973,9.0,5.9,8344,5056,20.5,8.9,11763,2511,6.8,5.8,7973,3636,5.7,4.7,2376,1448,4.6,4.2,5430,3867,496,127,38930,12906,16.3,11.0,N,N,59.3,16.3,N,N,12.5,8.8,N,N,2.2,3.7,N,N,2.0,3.2,N,N,7.7,8.8,N,N,2493,439,15768,3721,24.9,9.7,28425,7754,3.9,3.9,7558,9785,0.0,1.4,-,**,10.8,5.1,10684,6299,0.0,1.4,-,**,56.1,12.1,12235,4759,4.3,4.3,8938,13711,69.8,8.9,14146,4307,11.6,5.6,35236,13039,34.2,(X),(X),(X),37.1,(X),(X),(X),23.1,(X),(X),(X)
1400000US36047039000,36047039000,"Census Tract 390, Kings County, New York",704,95,94693,40990,71.9,11.8,88230,37261,37.6,12.5,52714,64877,41.1,13.1,17498,2501,8.1,6.8,9337,3016,0.0,4.8,-,**,24.7,10.7,12704,4076,541,111,114505,52110,19.0,11.5,N,N,33.8,14.9,N,N,23.5,12.3,N,N,16.5,9.9,N,N,5.4,5.4,N,N,1.8,3.0,N,N,1918,369,35158,14479,88.4,7.3,36322,16307,1.7,2.7,N,N,0.0,1.8,-,**,10.0,7.1,28516,16901,0.0,1.8,-,**,0.0,1.8,-,**,0.0,1.8,-,**,2.3,2.7,37233,22309,86.0,7.4,36297,16823,33.1,(X),(X),(X),35.9,(X),(X),(X),20.1,(X),(X),(X)
1400000US36047039100,36047039100,"Census Tract 391, Kings County, New York",900,80,42124,6469,71.6,8.3,49577,7852,6.6,5.3,2664,3200,25.0,5.7,12612,4117,13.4,8.7,9060,1588,5.4,4.7,2733,798,2.3,2.8,22867,18656,515,100,44494,9947,19.4,9.8,N,N,25.8,13.1,N,N,29.5,14.6,N,N,14.6,10.6,N,N,2.5,5.4,N,N,8.2,10.1,N,N,2794,447,14235,2547,35.5,10.9,17196,5125,6.0,4.1,8267,3354,1.3,1.9,20037,9159,4.9,3.4,26141,14809,0.0,1.2,-,**,51.5,13.1,10509,2180,0.8,1.2,N,N,76.8,7.5,11736,2279,12.0,4.8,23308,12207,40.1,(X),(X),(X),34.4,(X),(X),(X),32.7,(X),(X),(X)
1400000US36047039200,36047039200,"Census Tract 392, Kings County, New York",943,88,46407,7422,64.6,7.5,55414,10162,20.6,9.9,6597,3082,32.7,9.3,15955,2373,9.4,6.1,8708,1067,0.8,1.5,125,24,17.5,7.7,11832,4451,618,97,55852,9088,19.6,9.0,N,N,42.4,12.7,N,N,20.9,11.1,N,N,7.1,4.5,N,N,4.2,4.7,N,N,5.8,6.1,N,N,2229,278,19884,3041,81.5,12.7,21605,3661,0.9,1.4,N,N,0.0,1.6,-,**,14.6,11.8,10772,6928,0.0,1.6,-,**,0.0,1.6,-,**,3.0,4.6,14145,2803,9.9,9.8,14387,3665,71.6,11.0,22604,4122,23.2,(X),(X),(X),21.0,(X),(X),(X),19.5,(X),(X),(X)
1400000US36047039300,36047039300,"Census Tract 393, Kings County, New York",1042,108,50241,11424,78.2,9.4,57987,12347,13.8,6.3,8580,6659,15.6,7.6,10046,2736,13.0,7.4,8501,833,2.6,2.3,4622,1151,4.2,3.8,5611,9090,650,131,57293,12296,13.5,9.4,10875,8293,48.3,14.8,48856,12029,8.3,7.6,54387,11301,10.2,7.8,40048,16630,6.3,6.1,118332,57984,13.4,10.1,120816,38451,3102,513,18135,3699,41.5,10.5,17005,6198,25.5,8.2,27793,6891,0.0,1.1,-,**,2.2,2.5,7594,3755,0.0,1.1,-,**,30.1,10.1,12294,3329,0.7,0.8,16774,12928,66.9,10.3,14161,2930,8.0,5.2,24894,21097,46.2,(X),(X),(X),53.2,(X),(X),(X),29.8,(X),(X),(X)
1400000US36047039400,36047039400,"Census Tract 394, Kings County, New York",819,73,62581,10008,70.0,10.8,70249,13276,26.1,10.0,6703,2889,29.1,9.3,20358,3490,10.3,6.7,6299,2383,0.0,4.2,-,**,17.6,8.2,24644,18534,679,94,70128,11294,25.3,10.1,N,N,35.1,10.2,N,N,18.9,10.5,N,N,9.4,7.2,N,N,9.4,7.1,N,N,1.9,3.3,N,N,2362,409,22550,3859,86.6,12.4,24583,3678,0.0,1.5,-,**,0.0,1.5,-,**,2.8,4.4,16315,1464,0.0,1.5,-,**,2.2,3.4,N,N,8.4,11.4,N,N,5.8,4.9,33081,19178,82.9,12.0,23800,3471,40.4,(X),(X),(X),45.2,(X),(X),(X),33.9,(X),(X),(X)
1400000US36047039500,36047039500,"Census Tract 395, Kings County, New York",1233,134,44157,8996,66.1,9.9,58734,12417,5.2,3.9,3716,2053,26.4,8.4,10131,1604,10.7,5.6,5573,1370,11.1,7.5,4699,1657,10.9,6.3,8781,2756,681,160,48878,11453,27.2,12.9,N,N,45.8,13.8,N,N,9.3,7.5,N,N,7.0,6.0,N,N,8.2,8.1,N,N,2.5,3.9,N,N,3636,654,15830,2957,44.6,13.3,15453,4816,30.3,10.9,19496,5980,0.0,1.0,-,**,2.5,2.2,7807,4511,0.0,1.0,-,**,21.5,11.4,12924,7093,1.0,2.1,4442,1865,63.3,9.8,14474,3952,10.8,5.8,17493,6380,41.7,(X),(X),(X),54.0,(X),(X),(X),35.7,(X),(X),(X)
1400000US36047039600,36047039600,"Census Tract 396, Kings County, New York",589,88,75179,26048,69.8,12.9,87268,32012,38.9,14.7,15455,12543,28.4,12.5,17452,4349,3.1,3.5,6678,2938,5.1,7.8,4443,7,17.0,11.4,12570,4609,402,112,92292,33717,17.9,9.9,N,N,52.2,16.2,N,N,19.9,11.9,N,N,4.7,5.0,N,N,5.2,5.3,N,N,0.0,8.3,N,N,1724,412,26189,6440,87.1,12.7,29028,6591,7.5,11.8,N,N,0.9,1.5,N,N,3.9,5.5,7078,3783,0.0,2.0,-,**,0.6,1.0,-,**,0.0,2.0,-,**,6.4,6.3,17784,7546,81.3,13.9,29683,6889,36.0,(X),(X),(X),38.8,(X),(X),(X),31.9,(X),(X),(X)
1400000US36047039700,36047039700,"Census Tract 397, Kings County, New York",1234,114,47269,8378,81.3,7.5,49836,8625,8.8,5.8,8267,7006,22.6,7.5,12490,2460,10.3,8.4,7779,2264,3.2,3.1,2680,3519,9.8,5.8,14575,7089,652,134,54565,11637,15.8,9.9,N,N,44.6,14.0,N,N,9.7,9.3,N,N,17.9,10.0,N,N,2.1,3.5,N,N,9.8,8.2,N,N,3238,524,18462,3373,9.0,5.3,18564,16701,65.9,10.3,18707,4180,0.0,1.1,-,**,0.0,1.1,-,**,0.0,1.1,-,**,24.6,11.1,18100,5219,0.5,0.8,N,N,39.5,11.0,18440,4871,3.5,2.5,27877,33888,49.4,(X),(X),(X),58.7,(X),(X),(X),43.1,(X),(X),(X)
1400000US36047039800,36047039800,"Census Tract 398, Kings County, New York",770,68,49565,8263,77.7,11.1,50690,9080,15.8,8.0,2884,1469,33.0,12.0,15869,2826,14.9,9.9,10551,3560,4.2,6.7,2994,7,21.7,10.2,10390,4683,629,102,56421,9260,15.1,11.3,29171,5741,32.8,14.3,42095,10904,29.6,13.6,59740,20823,7.0,7.7,73884,60425,10.3,8.9,92248,21893,5.2,5.0,111739,21933,2205,351,18152,2403,53.2,13.0,22904,3649,0.0,1.6,-,**,0.0,1.6,-,**,43.2,13.0,12544,3229,0.0,1.6,-,**,0.0,1.6,-,**,3.6,5.5,15344,804,6.3,6.8,25311,14558,50.5,13.8,22063,3452,33.6,(X),(X),(X),39.6,(X),(X),(X),27.1,(X),(X),(X)
1400000US36047039900,36047039900,"Census Tract 399, Kings County, New York",1328,113,46601,7956,81.3,7.2,50451,8785,4.0,3.6,3849,4174,29.6,8.9,10717,1687,14.8,7.2,6183,1486,9.0,6.6,5684,6617,6.3,4.1,7439,4779,885,149,49885,11409,10.4,7.2,12548,5911,44.3,12.1,21651,5730,18.3,11.0,70314,10736,7.0,6.5,98744,27564,14.6,11.2,97280,36337,5.4,5.1,92596,19818,4059,688,15984,2341,15.5,8.1,20429,5486,42.8,10.4,15323,3389,0.3,0.4,N,N,4.4,3.9,20384,13069,0.0,0.9,-,**,31.5,12.0,15826,4215,5.5,5.4,6805,4820,46.7,10.5,14609,3895,3.8,3.5,22546,4289,45.1,(X),(X),(X),42.5,(X),(X),(X),31.2,(X),(X),(X)
1400000US36047040000,36047040000,"Census Tract 400, Kings County, New York",1115,80,45141,5756,69.7,8.7,48879,7837,21.3,6.9,6103,2413,41.3,9.2,15034,2195,5.7,3.5,8400,2867,8.9,3.8,3479,1615,15.1,7.0,13852,3855,774,129,49465,7258,20.2,9.6,N,N,37.9,12.8,N,N,24.9,9.9,N,N,12.4,8.4,N,N,3.5,4.3,N,N,1.2,1.9,N,N,2804,399,17867,2723,53.2,8.9,23634,4381,0.3,0.6,N,N,0.0,1.2,-,**,34.7,8.2,10970,3576,0.0,1.2,-,**,5.2,3.5,11638,7260,6.5,9.0,9892,1984,10.0,6.2,18255,10915,48.5,7.9,23454,4371,25.9,(X),(X),(X),30.0,(X),(X),(X),20.3,(X),(X),(X)
1400000US36047040100,36047040100,"Census Tract 401, Kings County, New York",1069,113,39095,6867,74.1,8.5,44470,8539,13.8,6.9,6007,2929,14.5,5.9,11461,3452,9.3,7.2,7880,667,8.1,5.8,2668,1568,6.5,4.9,16570,10089,783,123,33801,8106,26.3,11.0,N,N,37.7,12.6,N,N,3.4,2.9,N,N,26.2,9.7,N,N,1.5,2.6,N,N,4.9,5.5,N,N,3517,453,12572,2356,12.7,9.1,7813,4313,65.1,10.4,14287,3206,2.1,3.2,N,N,0.0,1.0,-,**,0.0,1.0,-,**,19.0,10.5,10510,5223,1.1,1.3,N,N,29.3,9.8,12591,5470,5.8,5.6,5143,6041,42.9,(X),(X),(X),45.2,(X),(X),(X),34.1,(X),(X),(X)
1400000US36047040200,36047040200,"Census Tract 402, Kings County, New York",835,88,62064,18424,78.6,11.1,66698,21629,22.0,11.6,5625,4417,35.6,10.4,15115,3778,8.6,8.6,6435,2630,2.3,2.5,5384,2822,21.4,9.2,10025,2879,641,92,69349,21445,16.1,11.6,N,N,32.0,12.3,N,N,20.1,13.4,N,N,17.0,9.6,N,N,11.2,9.3,N,N,3.6,3.5,N,N,2552,337,21168,4958,50.2,15.2,26342,8264,0.0,1.4,-,**,0.0,1.4,-,**,38.4,13.7,19085,3944,0.0,1.4,-,**,9.1,8.2,6867,1983,2.3,3.7,-,**,13.9,8.7,10566,4757,45.3,15.1,27274,8772,30.2,(X),(X),(X),31.0,(X),(X),(X),18.1,(X),(X),(X)
1400000US36047040300,36047040300,"Census Tract 403, Kings County, New York",1060,110,47275,9503,74.9,8.8,54519,10658,7.6,4.5,7198,6839,20.8,7.1,12553,2345,7.0,5.0,8197,2644,4.2,4.8,3020,1469,10.5,6.5,15098,12418,745,124,44303,9668,22.3,9.9,N,N,42.6,11.5,N,N,14.9,9.1,N,N,15.6,8.8,N,N,1.6,2.5,N,N,3.1,3.2,N,N,3304,507,15724,3795,22.1,10.0,19279,10116,71.4,10.3,14416,3160,0.2,0.4,N,N,0.0,1.1,-,**,0.0,1.1,-,**,3.9,2.7,26291,26227,2.4,3.2,4413,1908,30.5,9.7,15219,7511,1.7,1.8,52642,21818,43.2,(X),(X),(X),51.7,(X),(X),(X),34.6,(X),(X),(X)
1400000US36047040400,36047040400,"Census Tract 404, Kings County, New York",806,65,81804,18648,67.6,11.5,91637,14853,24.2,9.3,10114,6792,28.5,11.3,18802,3012,0.9,1.6,12800,13,2.5,4.0,8155,9,21.2,8.4,52161,72517,618,92,97652,24068,18.3,9.9,99465,108680,18.1,10.1,33578,13198,26.1,12.7,82135,23174,7.4,6.7,180291,49933,17.6,7.4,120427,14202,12.5,8.8,139026,44983,2591,405,26345,5118,47.9,12.4,31616,9699,1.4,1.5,2220,4325,0.0,1.3,-,**,50.8,12.5,22013,4692,0.0,1.3,-,**,0.0,1.3,-,**,0.0,1.3,-,**,6.6,6.0,23463,19407,41.3,10.8,32927,11213,30.8,(X),(X),(X),38.8,(X),(X),(X),22.4,(X),(X),(X)
1400000US36047040500,36047040500,"Census Tract 405, Kings County, New York",475,88,64295,10768,98.3,3.6,57040,10376,10.5,8.1,8660,10475,16.0,7.3,20612,6738,6.3,10.2,7237,7,0.0,7.1,-,**,12.0,7.4,23670,17765,401,86,69931,10463,2.0,4.2,N,N,33.9,18.9,N,N,23.7,16.3,N,N,17.7,14.4,N,N,10.0,11.3,N,N,12.7,11.5,N,N,1832,339,17232,3103,32.5,13.7,11619,2222,48.7,16.1,18475,5054,0.0,1.9,-,**,0.0,1.9,-,**,0.0,1.9,-,**,18.8,15.5,23695,11991,0.0,1.9,-,**,51.8,16.3,16343,3805,0.0,1.9,-,**,57.9,(X),(X),(X),50.1,(X),(X),(X),42.4,(X),(X),(X)
1400000US36047040600,36047040600,"Census Tract 406, Kings County, New York",1103,88,70439,17624,73.2,8.1,76881,22868,37.8,9.3,4876,2504,34.8,9.3,16308,2725,1.6,1.9,7961,643,2.0,2.3,3955,93,20.5,8.5,19420,4811,801,124,83767,23273,20.5,9.2,46877,16997,27.2,9.9,45384,11090,28.3,12.6,78967,21760,4.9,4.7,350313,268579,12.6,7.6,135935,80053,6.5,6.3,80752,28878,3134,396,26408,7312,49.1,12.0,32545,13089,1.0,1.3,N,N,0.5,0.8,N,N,42.9,12.9,21007,6958,0.0,1.1,-,**,1.8,2.8,18188,2686,4.6,6.1,10320,1406,11.4,6.9,19731,5814,40.6,10.5,35534,15388,27.1,(X),(X),(X),28.2,(X),(X),(X),17.0,(X),(X),(X)
1400000US36047040700,36047040700,"Census Tract 407, Kings County, New York",0,123,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,123,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,123,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),-,(X),(X),(X),-,(X),(X),(X)
1400000US36047040800,36047040800,"Census Tract 408, Kings County, New York",1042,83,56792,14964,78.2,8.5,49691,8683,28.1,10.2,6559,3608,31.3,9.8,17879,3750,7.4,5.1,8056,4149,6.4,4.3,1839,943,14.6,6.3,65771,86167,796,104,56661,8840,16.6,8.3,35417,3733,36.1,12.5,40932,15458,15.8,7.7,88655,22339,10.8,6.9,76547,12438,10.8,6.1,67858,21715,9.9,7.7,64439,26100,3274,350,18888,5270,49.1,9.3,25371,10199,0.3,0.5,N,N,0.0,1.1,-,**,50.5,9.4,12597,2401,0.0,1.1,-,**,0.0,1.1,-,**,0.0,1.1,-,**,8.1,7.6,7501,2120,41.4,8.8,28791,11399,31.6,(X),(X),(X),27.6,(X),(X),(X),19.8,(X),(X),(X)
1400000US36047040900,36047040900,"Census Tract 409, Kings County, New York",1052,134,43158,8112,84.0,8.5,43809,8881,9.2,5.7,6076,3667,12.5,6.0,10672,5066,19.8,8.2,8987,3252,8.7,6.7,3401,2143,3.7,4.3,13215,3950,841,121,41980,9379,14.1,8.5,16984,8911,37.8,15.1,29600,7281,8.9,6.3,52097,14792,20.5,11.3,39037,9078,11.7,9.8,95078,34231,7.0,4.8,66646,27227,3372,487,14022,2130,19.2,8.0,15776,4517,26.3,9.3,16657,5621,0.0,1.0,-,**,0.0,1.0,-,**,0.0,1.0,-,**,52.4,12.2,12051,2440,2.1,1.9,14116,9850,72.5,9.4,12551,1959,3.0,2.2,35341,14733,44.7,(X),(X),(X),44.6,(X),(X),(X),30.4,(X),(X),(X)
1400000US36047041000,36047041000,"Census Tract 410, Kings County, New York",669,51,60298,10647,57.2,10.3,78120,15042,40.7,12.2,6811,3132,47.2,12.7,15100,1990,16.9,8.9,8343,1607,2.5,3.9,2012,14,27.8,10.8,12316,3852,504,76,73363,13071,27.6,10.1,29720,14501,31.0,12.2,68852,22517,12.3,8.2,122661,15464,12.9,8.1,70720,20018,16.3,10.5,120744,36726,0.0,6.7,-,**,1615,195,25935,4088,86.7,7.3,24696,3915,0.0,2.1,-,**,0.0,2.1,-,**,11.1,7.6,31208,15193,0.0,2.1,-,**,2.2,3.0,N,N,0.0,2.1,-,**,7.3,5.7,31005,9528,81.5,8.4,24760,4128,25.4,(X),(X),(X),25.6,(X),(X),(X),20.8,(X),(X),(X)
1400000US36047041100,36047041100,"Census Tract 411, Kings County, New York",1130,101,37032,5573,73.2,6.8,42516,7660,7.2,3.5,5958,4447,22.1,6.6,11592,3312,12.7,7.4,5331,1361,14.6,8.4,1079,429,10.4,5.3,15229,7393,709,145,37825,7826,27.1,10.5,N,N,45.8,13.0,N,N,13.8,9.4,N,N,1.3,2.0,N,N,6.6,6.1,N,N,5.4,6.3,N,N,2832,496,15114,2274,13.1,9.6,19963,13630,61.2,11.7,15716,2513,0.9,1.6,N,N,0.0,1.2,-,**,0.0,1.2,-,**,22.8,13.0,9076,2541,2.0,2.5,N,N,35.6,10.8,13412,4762,3.9,3.7,27159,11963,35.2,(X),(X),(X),27.6,(X),(X),(X),26.5,(X),(X),(X)
1400000US36047041200,36047041200,"Census Tract 412, Kings County, New York",1006,69,56346,9413,75.3,7.7,60798,11218,24.4,9.1,2201,996,30.9,8.2,16255,3039,8.3,5.0,8488,942,2.7,2.3,1330,1234,18.8,8.1,15234,3805,707,117,62088,12168,18.7,9.1,N,N,43.3,12.4,N,N,10.9,9.0,N,N,16.0,9.7,N,N,5.9,4.9,N,N,5.2,6.9,N,N,2948,449,20056,2929,62.3,12.0,23416,4308,0.6,0.7,N,N,0.0,1.2,-,**,33.3,12.3,15417,5760,0.0,1.2,-,**,3.1,3.5,8333,1828,0.7,1.3,N,N,8.1,5.0,15926,7456,58.0,12.4,23387,4655,25.1,(X),(X),(X),25.3,(X),(X),(X),15.1,(X),(X),(X)
1400000US36047041300,36047041300,"Census Tract 413, Kings County, New York",1012,105,50541,7785,77.2,8.6,55990,8589,18.5,8.0,11244,5490,19.4,7.5,11203,2192,11.7,7.7,4241,1306,12.8,7.2,2641,1287,8.2,4.5,21805,8854,743,110,56278,10161,17.0,8.9,13443,9815,34.6,12.4,37242,12266,12.0,7.8,79209,23809,13.3,9.1,61856,12919,8.5,6.5,132089,32361,14.7,8.8,83066,21957,3315,500,16259,2347,24.4,8.4,16081,4374,34.2,9.7,20577,3604,0.0,1.0,-,**,0.0,1.0,-,**,0.0,1.0,-,**,39.6,9.7,13224,3788,1.8,2.5,N,N,65.0,10.3,13144,2843,3.0,4.2,24285,16177,41.1,(X),(X),(X),43.6,(X),(X),(X),33.8,(X),(X),(X)
1400000US36047041401,36047041401,"Census Tract 414.01, Kings County, New York",449,59,55525,6963,70.2,9.6,58113,7803,29.6,15.0,9689,6160,34.5,10.9,19601,6541,9.8,10.5,8607,1497,1.8,3.1,12413,22,20.5,11.0,14024,6482,335,68,55860,7163,24.5,13.9,N,N,70.7,13.5,N,N,2.4,5.3,N,N,0.0,9.9,N,N,2.4,3.8,N,N,0.0,9.9,N,N,1132,182,22187,3556,87.3,16.1,22805,4423,0.0,3.0,-,**,0.0,3.0,-,**,0.0,3.0,-,**,0.0,3.0,-,**,7.7,14.6,12393,4659,5.0,7.6,N,N,7.7,14.6,12393,4659,87.3,16.1,22805,4423,26.9,(X),(X),(X),26.6,(X),(X),(X),17.2,(X),(X),(X)
1400000US36047041402,36047041402,"Census Tract 414.02, Kings County, New York",706,30,62412,12784,71.4,11.2,66870,14081,27.1,10.6,14235,18019,34.6,10.5,14644,3506,6.8,4.0,10471,1720,1.3,2.2,9044,22,19.0,9.1,19457,9657,385,95,88069,20973,13.5,8.7,N,N,44.9,15.6,N,N,18.7,12.4,N,N,13.0,10.5,N,N,9.9,11.7,N,N,0.0,8.7,N,N,1675,273,27274,5175,94.6,6.2,28303,5589,0.0,2.1,-,**,0.0,2.1,-,**,5.4,6.2,9365,694,0.0,2.1,-,**,0.0,2.1,-,**,0.0,2.1,-,**,0.0,2.1,-,**,94.6,6.2,28303,5589,49.3,(X),(X),(X),53.5,(X),(X),(X),37.1,(X),(X),(X)
1400000US36047041500,36047041500,"Census Tract 415, Kings County, New York",1252,110,41987,8703,70.5,8.9,48035,10415,7.7,5.5,13666,3140,29.0,10.1,12541,2397,9.1,5.3,9968,4299,11.7,6.2,4316,3469,5.6,3.7,14351,8058,861,150,49401,11177,28.0,11.0,N,N,28.0,10.2,N,N,13.6,7.6,N,N,12.7,7.6,N,N,3.3,3.7,N,N,14.5,8.1,N,N,3482,502,15740,2380,30.6,10.7,13048,2556,46.1,9.1,17002,4269,0.0,1.0,-,**,0.0,1.0,-,**,0.4,0.7,N,N,22.0,8.2,16755,4067,0.9,1.1,10728,2762,54.3,8.8,14860,2299,0.8,1.3,N,N,34.2,(X),(X),(X),33.2,(X),(X),(X),32.3,(X),(X),(X)
1400000US36047041600,36047041600,"Census Tract 416, Kings County, New York",724,64,48397,8448,65.1,10.7,58160,9783,35.8,12.1,3978,1403,30.1,10.9,16100,2825,11.3,6.6,9667,2813,0.8,1.4,12917,29,23.9,10.8,12199,4398,555,77,56032,10867,21.6,11.0,N,N,51.2,13.2,N,N,9.9,6.0,N,N,11.9,8.5,N,N,2.2,3.2,N,N,3.2,3.7,N,N,2605,312,13897,2389,92.1,7.5,14203,2715,0.0,1.3,-,**,2.3,3.7,15958,689,3.8,5.7,N,N,0.0,1.3,-,**,0.0,1.3,-,**,1.9,2.9,N,N,12.4,9.5,10089,4999,82.0,10.2,14874,2906,35.2,(X),(X),(X),37.7,(X),(X),(X),20.4,(X),(X),(X)
1400000US36047041700,36047041700,"Census Tract 417, Kings County, New York",1181,119,34053,6485,62.1,9.5,44318,7330,4.3,3.7,649,327,31.2,8.1,9660,2206,8.6,5.9,8147,2527,9.9,7.1,1247,928,13.9,8.6,15232,6225,819,135,39710,7620,22.1,11.0,N,N,21.4,11.7,N,N,26.9,11.2,N,N,24.2,12.6,N,N,3.1,5.0,N,N,2.4,4.8,N,N,3538,476,11578,2374,28.0,13.1,9784,2626,31.0,11.8,14365,6604,0.4,0.7,N,N,0.0,1.0,-,**,0.0,1.0,-,**,40.6,14.4,10716,2347,0.0,1.0,-,**,81.9,7.0,9705,1985,0.0,1.0,-,**,26.4,(X),(X),(X),24.5,(X),(X),(X),20.7,(X),(X),(X)
