GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36
1400000US36047068600,36047068600,"Census Tract 686, Kings County, New York",683,64,63727,7816,71.7,8.0,68157,9196,18.7,8.0,9627,4126,39.5,9.7,17251,2425,1.6,2.6,26745,12,0.0,4.6,-,**,20.4,7.7,27249,8114,378,75,73127,10789,14.3,7.5,54330,20919,38.1,14.1,72413,14671,29.4,11.3,81255,22296,12.4,10.8,58153,19184,5.8,6.6,114923,83069,0.0,8.2,-,**,1454,181,30337,4983,51.4,11.1,33663,4367,31.5,13.3,29494,14882,0.0,2.2,-,**,10.5,8.1,17115,11358,0.0,2.2,-,**,0.6,0.8,N,N,6.0,7.5,N,N,4.1,4.0,22522,7904,47.9,10.9,34310,4570,47.4,(X),(X),(X),41.8,(X),(X),(X),36.3,(X),(X),(X)
1400000US36047068800,36047068800,"Census Tract 688, Kings County, New York",596,36,78721,9225,82.2,7.7,80670,8973,13.1,6.2,9003,2267,26.7,8.7,19360,3078,7.6,6.0,15867,5294,6.2,5.6,8324,3420,13.3,5.6,30939,9086,485,56,86292,10764,7.0,6.4,25676,4899,33.8,11.8,78135,18388,29.3,14.4,81131,10697,8.9,5.4,63672,12948,9.3,6.7,163471,24990,11.8,9.2,114914,28708,1840,193,26264,3413,39.2,8.0,26428,5977,60.5,8.1,25933,4610,0.0,1.7,-,**,0.0,1.7,-,**,0.0,1.7,-,**,0.1,0.1,N,N,0.2,0.4,N,N,13.4,7.2,21095,8050,33.4,7.7,26190,6823,41.8,(X),(X),(X),48.7,(X),(X),(X),30.1,(X),(X),(X)
1400000US36047069000,36047069000,"Census Tract 690, Kings County, New York",572,69,92855,20545,91.4,5.2,90027,21528,12.8,6.9,11464,7203,20.8,8.6,16630,3219,6.5,4.9,10454,2629,0.0,5.5,-,**,12.6,7.2,32818,23617,468,72,86830,16243,4.1,3.7,N,N,20.7,12.1,N,N,49.1,15.1,N,N,12.8,9.0,N,N,9.8,7.7,N,N,3.4,4.1,N,N,1598,237,33973,8098,27.8,11.9,44063,20820,69.0,12.0,29959,8721,0.0,2.0,-,**,1.1,1.4,73382,51051,0.0,2.0,-,**,1.2,1.8,24347,7276,1.0,1.5,-,**,14.6,12.0,11254,3693,15.5,6.7,68711,42107,28.8,(X),(X),(X),27.4,(X),(X),(X),26.1,(X),(X),(X)
1400000US36047069200,36047069200,"Census Tract 692, Kings County, New York",793,54,79413,7497,91.2,3.7,76993,8437,18.2,6.9,7135,3824,19.7,5.6,17244,2997,2.1,1.8,14206,9890,1.4,1.5,1855,1192,9.1,4.2,33931,11442,664,72,84162,8274,4.5,2.6,57153,39123,34.5,10.2,53653,10234,29.1,10.5,97221,19515,17.8,9.3,97593,15604,9.2,5.8,115930,25395,5.0,3.8,137306,55206,2418,226,26881,2767,15.8,5.4,30391,7601,78.4,6.4,26535,3116,0.0,1.3,-,**,2.0,2.0,29096,8416,0.0,1.3,-,**,1.7,1.7,22140,19905,2.1,1.9,15257,4576,8.9,5.1,32987,9111,12.2,4.5,28040,8315,47.3,(X),(X),(X),50.5,(X),(X),(X),32.9,(X),(X),(X)
1400000US36047069601,36047069601,"Census Tract 696.01, Kings County, New York",1438,87,72180,9302,77.3,7.0,80314,10254,11.7,4.6,18220,15791,25.8,7.5,16427,1620,4.1,3.2,14954,5883,1.1,1.2,1588,10,13.9,5.7,16061,7650,1012,144,81576,10291,14.1,7.0,N,N,27.8,9.8,N,N,26.6,8.6,N,N,26.0,9.1,N,N,3.1,3.2,N,N,2.5,3.1,N,N,4079,571,26176,4378,61.9,8.7,23669,5641,34.5,8.6,29440,6304,0.0,0.8,-,**,0.3,0.5,N,N,0.0,0.8,-,**,1.6,1.8,N,N,1.7,1.4,28031,16665,7.8,4.7,21544,13021,59.1,9.0,23722,5750,40.2,(X),(X),(X),46.5,(X),(X),(X),31.2,(X),(X),(X)
1400000US36047069602,36047069602,"Census Tract 696.02, Kings County, New York",2100,122,97596,10173,84.2,5.7,99267,9646,18.8,6.9,20691,10246,25.6,6.9,17615,3065,5.9,3.8,12299,5772,1.6,1.9,12285,13832,12.8,5.4,28349,10365,1609,146,104169,12908,11.4,4.5,56432,21172,23.2,8.0,70665,24793,41.9,9.7,138973,17132,14.9,6.9,92588,26069,5.5,3.2,136809,46000,3.2,3.2,58724,17938,6274,582,33213,3955,69.9,6.6,34038,5242,19.7,5.7,35869,7664,0.0,0.5,-,**,3.4,1.5,33133,8989,0.0,0.5,-,**,6.4,5.5,19555,9564,0.7,1.1,-,**,15.4,7.3,24642,10784,63.8,6.9,34969,5385,32.9,(X),(X),(X),28.6,(X),(X),(X),23.5,(X),(X),(X)
1400000US36047069800,36047069800,"Census Tract 698, Kings County, New York",501,12,88125,14659,79.6,8.5,94353,18287,19.8,10.9,7416,5465,30.5,9.2,16125,2801,6.8,6.0,18118,11238,4.8,5.0,3117,901,9.0,5.2,36984,17144,395,44,104844,17710,6.6,5.8,93642,29453,20.3,12.2,55793,15135,41.8,12.2,136154,21377,9.4,7.1,50089,16355,9.1,5.6,193097,56292,12.9,8.3,63627,16499,1474,138,30300,5447,94.5,4.8,28866,5497,0.0,2.2,-,**,0.0,2.2,-,**,4.7,4.5,51003,25750,0.0,2.2,-,**,0.0,2.2,-,**,0.7,1.2,N,N,5.5,5.5,23970,17385,89.5,7.4,29477,5786,48.3,(X),(X),(X),47.8,(X),(X),(X),33.9,(X),(X),(X)
1400000US36047070000,36047070000,"Census Tract 700, Kings County, New York",668,42,93920,19443,77.1,7.9,103760,24546,17.8,8.8,6624,6207,27.2,7.9,20933,3765,4.8,4.2,8791,1918,2.1,2.4,9007,328,23.5,8.3,22001,7990,500,67,103953,24636,18.2,7.3,N,N,37.4,13.8,N,N,26.8,15.6,N,N,5.4,4.8,N,N,7.4,6.3,N,N,4.8,4.6,N,N,1842,212,34665,7159,99.9,0.1,34680,7162,0.1,0.1,N,N,0.0,1.7,-,**,0.0,1.7,-,**,0.0,1.7,-,**,0.0,1.7,-,**,0.0,1.7,-,**,1.0,1.6,N,N,99.0,1.6,34897,7264,37.7,(X),(X),(X),38.6,(X),(X),(X),23.2,(X),(X),(X)
1400000US36047070201,36047070201,"Census Tract 702.01, Kings County, New York",2335,114,98650,12626,71.6,5.7,107891,17333,31.1,7.1,21948,9782,40.2,6.2,18214,2548,5.3,3.8,13842,4953,0.0,1.4,-,**,17.9,5.6,24579,8925,1756,177,115313,15608,21.9,6.6,75385,26078,22.9,7.7,84909,28352,40.9,8.4,152213,24853,6.4,4.5,99738,42690,7.9,5.5,135595,25655,0.0,1.8,-,**,6240,568,36986,4691,95.9,4.3,36492,4705,3.4,4.1,N,N,0.0,0.5,-,**,0.5,0.8,N,N,0.0,0.5,-,**,0.2,0.3,N,N,0.0,0.5,-,**,3.0,2.3,82652,37637,93.8,4.8,35578,4810,45.6,(X),(X),(X),47.6,(X),(X),(X),34.8,(X),(X),(X)
1400000US36047070202,36047070202,"Census Tract 702.02, Kings County, New York",27,43,N,N,100.0,57.1,N,N,0.0,57.1,N,N,0.0,57.1,N,N,0.0,57.1,N,N,0.0,57.1,N,N,0.0,57.1,N,N,27,43,N,N,100.0,57.1,N,N,0.0,57.1,N,N,0.0,57.1,N,N,0.0,57.1,N,N,0.0,57.1,N,N,0.0,57.1,N,N,135,214,N,N,100.0,21.2,N,N,0.0,21.2,-,**,0.0,21.2,-,**,0.0,21.2,-,**,0.0,21.2,-,**,0.0,21.2,-,**,0.0,21.2,-,**,0.0,21.2,-,**,100.0,21.2,N,N,100.0,(X),(X),(X),0.0,(X),(X),(X),50.0,(X),(X),(X)
1400000US36047070203,36047070203,"Census Tract 702.03, Kings County, New York",0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),-,(X),(X),(X),-,(X),(X),(X)
1400000US36047070600,36047070600,"Census Tract 706, Kings County, New York",1031,48,95159,14566,78.4,5.8,91775,18461,27.2,7.4,23233,12358,41.2,7.7,20176,2086,3.7,3.6,7276,4638,0.8,1.2,2175,21,28.9,8.0,24811,8786,794,87,108499,18203,12.5,5.9,53139,21968,35.0,10.4,106408,24928,30.5,9.7,150210,46876,12.0,7.5,60178,17579,4.7,3.9,160278,46356,5.4,4.4,76930,23186,2785,243,36358,5868,98.2,2.6,36445,5985,1.6,2.6,N,N,0.0,1.2,-,**,0.0,1.2,-,**,0.0,1.2,-,**,0.0,1.2,-,**,0.2,0.3,-,**,7.3,5.0,23636,11609,91.0,5.6,37467,6116,44.0,(X),(X),(X),50.0,(X),(X),(X),32.2,(X),(X),(X)
1400000US36047072000,36047072000,"Census Tract 720, Kings County, New York",640,47,71663,10955,93.1,6.5,70327,10417,6.7,4.8,6937,5515,15.5,7.6,15430,5351,5.9,5.0,6263,1275,0.0,4.9,-,**,5.3,4.9,42368,15916,585,64,76010,10860,6.7,6.9,31859,43652,43.4,11.3,59788,12175,7.4,6.3,113186,64944,19.0,10.8,76181,22211,13.3,6.0,120444,32483,10.3,8.2,88653,28952,2153,253,22245,3718,8.9,8.5,28391,10908,85.5,9.4,21811,4091,0.0,1.5,-,**,3.7,4.0,13770,8315,0.0,1.5,-,**,0.0,1.5,-,**,1.9,3.0,29646,1918,0.7,1.2,N,N,8.9,8.5,28391,10908,54.4,(X),(X),(X),55.2,(X),(X),(X),36.1,(X),(X),(X)
1400000US36047072200,36047072200,"Census Tract 722, Kings County, New York",996,72,80017,9587,84.2,5.7,75213,10719,18.0,5.9,13547,4625,32.9,8.0,20430,3335,4.2,3.7,10888,7426,3.9,2.9,4705,3187,17.4,5.3,27701,7103,818,89,85012,10768,14.1,6.1,62401,25231,26.0,9.4,59061,15246,28.1,10.2,106470,30158,17.0,7.6,94865,26433,7.5,5.9,97620,21111,7.3,5.0,102575,26333,3052,330,26697,3289,1.8,1.7,35924,9501,94.4,2.8,26470,3393,0.0,1.1,-,**,1.2,1.2,17353,13317,0.0,1.1,-,**,0.4,0.6,N,N,2.2,1.7,10982,12211,2.7,2.1,27977,19834,1.8,1.7,35924,9501,52.7,(X),(X),(X),53.7,(X),(X),(X),43.5,(X),(X),(X)
1400000US36047072400,36047072400,"Census Tract 724, Kings County, New York",627,63,92055,11408,82.8,7.5,98754,13593,12.4,6.7,4962,2897,37.2,9.0,13806,2242,7.2,4.8,4533,1916,0.8,1.2,-,**,24.6,9.5,11654,4091,522,62,100200,13081,12.5,7.7,36302,13524,27.4,9.8,57461,11686,14.8,8.9,140971,20484,20.5,9.5,100707,23863,9.2,5.8,161910,52065,15.7,9.4,150312,29659,2076,291,29270,4020,4.4,3.3,37303,22515,94.3,3.3,28932,4395,0.0,1.6,-,**,0.0,1.6,-,**,0.0,1.6,-,**,1.1,1.4,31004,48536,0.2,0.5,N,N,2.8,2.4,47095,28799,2.8,2.3,18114,11743,35.4,(X),(X),(X),37.4,(X),(X),(X),25.3,(X),(X),(X)
1400000US36047072600,36047072600,"Census Tract 726, Kings County, New York",771,56,86064,12216,85.3,6.9,86985,12696,12.2,5.7,4189,2030,35.0,9.6,16083,2825,2.5,2.2,8147,3250,1.7,1.9,2923,504,23.3,7.8,19440,7141,645,73,93413,13542,10.4,7.1,46725,14656,24.3,9.7,57576,11678,27.8,9.3,122874,35573,23.7,10.0,88682,15280,9.0,5.3,142188,25141,4.8,4.4,137787,27963,2414,260,28650,3925,3.6,2.3,26390,11839,95.7,2.6,28686,4031,0.0,1.3,-,**,0.7,1.0,N,N,0.0,1.3,-,**,0.0,1.3,-,**,0.0,1.3,-,**,0.9,0.9,N,N,3.4,2.3,27377,13013,49.3,(X),(X),(X),49.8,(X),(X),(X),28.6,(X),(X),(X)
1400000US36047072800,36047072800,"Census Tract 728, Kings County, New York",1429,86,76125,9649,81.1,6.3,80067,9568,10.5,4.1,5239,2772,29.0,8.2,17322,2887,2.5,2.5,8567,5546,4.9,2.8,2953,2931,18.9,6.8,20080,4104,880,123,88200,12377,11.0,7.0,20088,14250,27.7,10.6,59373,17769,20.1,9.3,119179,24959,15.1,8.3,114941,25179,13.0,8.9,130582,31408,13.1,8.1,86193,22924,3582,443,31572,4302,8.6,4.4,25420,7235,85.6,5.6,31241,4669,0.0,0.9,-,**,1.9,1.9,29935,19427,0.0,0.9,-,**,0.7,1.1,N,N,3.2,3.2,55611,3479,6.8,3.8,28859,10839,8.6,4.4,25420,7235,42.7,(X),(X),(X),53.2,(X),(X),(X),39.2,(X),(X),(X)
1400000US36047073000,36047073000,"Census Tract 730, Kings County, New York",825,43,99268,13639,85.7,6.3,99089,14081,17.3,6.8,4100,1952,37.6,9.6,14014,2400,9.6,6.8,7468,1358,1.8,1.9,2800,259,21.9,10.0,31633,11592,669,65,111553,14637,9.1,5.7,47784,36336,36.2,12.5,69389,18521,14.2,6.8,131299,35888,10.8,6.8,125853,43869,18.4,11.6,151067,22143,11.4,8.3,194816,39497,2613,302,33118,3159,5.9,3.9,40839,15877,85.3,7.6,32014,4005,0.0,1.2,-,**,1.9,2.2,52496,16545,0.0,1.2,-,**,4.3,3.9,48470,24980,2.7,2.8,13020,8632,5.3,4.9,34571,25621,3.8,2.1,28703,14013,53.6,(X),(X),(X),59.3,(X),(X),(X),43.1,(X),(X),(X)
1400000US36047073200,36047073200,"Census Tract 732, Kings County, New York",827,55,88256,18522,89.1,6.1,88177,19565,13.9,7.6,8954,4779,28.5,8.9,14656,2251,6.9,5.2,8495,2781,4.2,4.8,4409,192,16.1,5.8,17074,5915,694,79,95722,19936,2.3,2.3,21538,11738,32.4,11.6,53173,12814,17.6,9.5,77362,19243,21.9,9.3,97830,56404,20.9,11.2,170826,59052,4.9,3.7,148368,32226,2864,398,26895,5522,5.9,3.7,36742,18157,93.6,3.7,26011,5898,0.5,0.8,N,N,0.0,1.1,-,**,0.0,1.1,-,**,0.0,1.1,-,**,0.0,1.1,-,**,3.9,3.1,22760,19869,2.7,1.6,60868,15431,61.8,(X),(X),(X),62.5,(X),(X),(X),48.1,(X),(X),(X)
1400000US36047073400,36047073400,"Census Tract 734, Kings County, New York",646,53,91491,18080,92.7,5.2,85720,18555,12.4,7.6,11955,5174,17.8,7.9,20822,3815,6.8,4.7,12680,5056,2.8,3.0,3111,2515,23.2,8.6,19311,8165,557,68,98640,20494,1.8,2.1,N,N,48.8,12.8,N,N,16.7,7.7,N,N,7.5,5.3,N,N,12.6,8.3,N,N,12.6,7.9,N,N,2340,294,26449,5450,2.8,1.6,35252,10673,84.9,7.7,27922,6384,0.0,1.4,-,**,0.0,1.4,-,**,0.0,1.4,-,**,9.7,7.5,13817,6755,2.6,3.7,16058,3342,10.9,7.5,19287,6144,2.1,1.4,33763,14126,64.7,(X),(X),(X),67.1,(X),(X),(X),49.5,(X),(X),(X)
1400000US36047073600,36047073600,"Census Tract 736, Kings County, New York",1263,62,65967,18879,85.0,5.4,65782,20796,8.9,5.0,20582,17959,22.4,6.3,16449,3101,11.5,5.5,7139,1827,2.1,2.0,3558,2377,13.1,5.7,20386,8232,863,115,79987,25773,8.1,5.7,17899,8462,44.4,10.6,53399,11560,7.5,4.5,130797,44175,21.4,7.0,67243,13487,13.7,8.4,197375,160980,4.9,4.7,73621,26899,3569,369,24150,6238,13.6,5.2,30350,11482,68.4,7.5,21739,2759,0.0,0.9,-,**,14.7,4.7,32462,37226,0.0,0.9,-,**,0.4,0.5,30838,15208,2.8,2.6,7993,4398,7.3,3.3,24563,9824,10.9,4.6,30526,12950,57.6,(X),(X),(X),64.4,(X),(X),(X),41.5,(X),(X),(X)
1400000US36047073800,36047073800,"Census Tract 738, Kings County, New York",1190,55,73820,10240,85.0,6.5,80455,10977,8.4,5.3,5285,3094,17.0,5.6,17594,3016,7.3,4.4,8992,3910,0.0,2.7,-,**,10.8,5.1,10927,4082,853,109,86346,11747,6.1,4.5,31294,9844,20.5,9.3,46895,13346,47.0,12.8,85782,17440,6.4,5.6,87802,42680,11.7,7.9,143348,19926,8.2,7.3,146531,47433,3538,413,25774,3160,40.7,9.8,26124,5764,53.6,8.4,25905,4689,0.0,0.9,-,**,0.3,0.6,30891,23411,0.0,0.9,-,**,5.0,4.9,20533,10560,0.4,0.4,N,N,8.3,4.8,22237,7029,38.3,10.0,26072,6046,51.7,(X),(X),(X),55.5,(X),(X),(X),40.6,(X),(X),(X)
1400000US36047074000,36047074000,"Census Tract 740, Kings County, New York",1153,64,64867,8985,82.8,7.6,67612,8375,11.1,5.7,4063,2151,23.7,7.2,17803,2926,5.4,3.8,8419,2005,6.4,4.7,1673,895,15.5,5.3,20484,7325,867,97,74309,10362,10.0,6.0,N,N,31.8,10.9,N,N,17.0,10.4,N,N,34.5,11.5,N,N,1.8,2.4,N,N,4.8,4.1,N,N,3595,423,21916,3219,14.8,6.9,23634,10190,69.7,7.5,22908,3686,0.0,0.9,-,**,10.2,8.0,11903,4651,0.0,0.9,-,**,1.6,2.1,25993,5841,3.7,2.9,22292,8184,10.6,6.1,26264,12943,8.9,4.9,27548,10702,65.4,(X),(X),(X),67.9,(X),(X),(X),48.5,(X),(X),(X)
1400000US36047074200,36047074200,"Census Tract 742, Kings County, New York",1000,42,79136,8651,89.9,3.6,79476,9248,16.0,5.0,8844,4554,15.9,4.5,19023,3270,5.2,3.6,8192,1787,1.8,2.1,4761,2196,11.8,4.7,20347,8148,794,68,88683,10372,8.7,4.2,34464,11825,26.7,7.7,66754,16428,21.5,7.9,95765,22485,17.8,7.6,80169,13034,15.0,6.1,145089,40774,10.3,6.8,109010,11922,3597,269,22746,2774,52.1,7.4,18639,4061,39.9,7.2,29042,4013,0.3,0.5,N,N,3.9,3.0,14001,7286,0.0,0.9,-,**,2.9,2.5,22956,14162,0.9,0.9,18091,8155,8.2,3.7,14412,7422,47.2,7.7,19706,4605,61.7,(X),(X),(X),67.5,(X),(X),(X),47.6,(X),(X),(X)
1400000US36047074400,36047074400,"Census Tract 744, Kings County, New York",636,51,99951,15436,88.7,5.5,103833,15544,26.9,8.2,4334,1739,20.8,7.3,16777,3423,3.1,2.4,11615,3842,4.2,5.0,2944,1950,9.4,3.8,12683,5258,538,66,105945,16009,4.6,2.9,N,N,32.5,9.5,N,N,46.5,10.1,N,N,4.5,5.0,N,N,10.8,5.2,N,N,1.1,1.8,N,N,2597,325,24771,3749,87.7,6.7,24797,3730,5.5,5.7,17266,24407,0.0,1.2,-,**,3.8,2.9,34476,22830,0.0,1.2,-,**,2.4,3.6,7984,672,0.6,0.6,94238,16748,2.8,3.6,11345,9358,87.6,6.7,24806,3727,37.3,(X),(X),(X),38.8,(X),(X),(X),23.1,(X),(X),(X)
1400000US36047074600,36047074600,"Census Tract 746, Kings County, New York",639,59,78454,11217,82.6,5.3,83321,13990,21.3,7.3,5074,2286,24.3,5.5,16474,2368,8.1,5.2,9729,4104,0.0,5.0,-,**,18.0,6.1,18079,5061,429,60,91589,13476,12.8,6.1,N,N,39.9,10.7,N,N,31.0,11.5,N,N,9.3,6.9,N,N,3.3,3.9,N,N,3.7,4.8,N,N,2061,208,24906,4023,66.6,10.9,23355,3559,21.6,12.2,37751,14414,0.0,1.6,-,**,8.5,7.9,11860,3528,0.0,1.6,-,**,2.1,2.7,4734,10811,1.1,1.3,6765,11692,8.5,5.8,13583,10103,64.8,10.7,23898,3884,36.5,(X),(X),(X),37.3,(X),(X),(X),29.5,(X),(X),(X)
1400000US36047074800,36047074800,"Census Tract 748, Kings County, New York",639,50,79210,12178,84.4,7.4,79324,14123,19.6,6.9,19707,10441,23.2,5.6,20945,4708,1.1,1.3,6600,6303,4.1,4.6,9885,5526,9.5,5.4,27951,15036,465,68,94320,17780,8.4,6.3,N,N,50.1,10.7,N,N,30.1,9.5,N,N,6.9,4.7,N,N,2.8,4.2,N,N,1.7,2.8,N,N,1889,237,26732,5089,73.2,9.2,28402,5140,23.8,8.7,24413,11622,0.0,1.7,-,**,0.0,1.7,-,**,0.0,1.7,-,**,3.0,5.0,N,N,0.0,1.7,-,**,3.9,5.1,8397,8011,72.4,9.2,28473,5188,37.2,(X),(X),(X),43.0,(X),(X),(X),28.8,(X),(X),(X)
1400000US36047075000,36047075000,"Census Tract 750, Kings County, New York",973,67,60311,8161,82.9,5.0,60938,9153,15.8,4.7,11045,4977,18.2,6.0,18436,3823,8.2,4.3,12461,3480,2.1,2.2,1790,1316,11.3,4.6,23396,11419,729,96,65225,9806,8.6,4.7,N,N,47.3,10.3,N,N,24.6,9.3,N,N,13.9,7.5,N,N,4.4,3.5,N,N,1.2,1.7,N,N,3242,348,18562,3323,82.4,7.6,18284,3512,14.0,7.0,20400,6608,0.0,1.0,-,**,2.8,3.1,8124,4664,0.0,1.0,-,**,0.2,0.2,N,N,0.7,0.7,57763,52634,4.0,3.6,22778,14763,79.7,7.9,18420,3672,62.9,(X),(X),(X),63.2,(X),(X),(X),43.0,(X),(X),(X)
1400000US36047075200,36047075200,"Census Tract 752, Kings County, New York",297,27,152225,68830,65.7,13.5,178840,94158,53.5,14.0,24066,14256,52.9,11.6,22731,2478,1.0,1.6,9067,61,0.0,10.4,-,**,20.5,9.4,34341,9585,246,34,166677,81701,28.0,16.3,N,N,39.0,13.0,N,N,19.9,10.7,N,N,2.4,3.0,N,N,4.1,5.1,N,N,6.5,6.1,N,N,980,143,46119,19301,97.8,3.4,46810,19604,2.2,3.4,N,N,0.0,3.3,-,**,0.0,3.3,-,**,0.0,3.3,-,**,0.0,3.3,-,**,0.0,3.3,-,**,0.0,3.3,-,**,97.8,3.4,46810,19604,59.9,(X),(X),(X),67.1,(X),(X),(X),47.1,(X),(X),(X)
1400000US36047075400,36047075400,"Census Tract 754, Kings County, New York",446,30,118842,36570,92.8,4.3,110020,34724,16.6,8.2,35386,25486,26.9,10.8,22140,5406,7.0,6.3,11258,1998,0.0,7.0,-,**,11.9,8.2,30187,12581,383,51,130580,41581,5.0,3.4,N,N,42.8,16.1,N,N,45.2,14.7,N,N,2.9,4.3,N,N,4.2,4.7,N,N,0.0,8.1,N,N,1459,266,36592,12325,99.6,0.4,36742,12377,0.1,0.2,N,N,0.0,2.2,-,**,0.2,0.4,N,N,0.0,2.2,-,**,0.1,0.2,-,**,0.0,2.2,-,**,0.1,0.2,-,**,99.6,0.4,36742,12377,55.4,(X),(X),(X),56.1,(X),(X),(X),37.8,(X),(X),(X)
1400000US36047075600,36047075600,"Census Tract 756, Kings County, New York",648,58,84654,11675,82.1,4.6,88227,13592,20.8,6.7,12716,3912,19.8,4.7,19403,3664,2.9,3.1,7189,1047,0.6,0.9,2450,83,11.7,5.3,35622,14852,443,66,104093,16978,7.4,4.2,81170,31221,39.1,12.1,63060,29877,35.7,9.9,141039,17495,5.6,4.9,101040,15296,5.2,4.7,123330,46921,7.0,6.6,157365,51701,1974,270,28593,4971,84.7,8.6,29983,5292,5.3,6.1,7058,10378,0.0,1.6,-,**,9.5,6.2,28223,8830,0.0,1.6,-,**,0.0,1.6,-,**,0.5,0.7,29256,18062,2.7,1.8,30589,15976,82.0,8.7,29950,5366,35.3,(X),(X),(X),43.6,(X),(X),(X),26.7,(X),(X),(X)
1400000US36047075800,36047075800,"Census Tract 758, Kings County, New York",661,34,113465,23831,80.9,6.2,120811,28054,30.4,8.3,14766,6974,26.8,7.5,18968,3111,12.3,6.4,8244,2288,1.8,1.9,6600,7427,10.7,5.4,41621,19398,504,57,127779,29969,12.9,5.5,N,N,34.3,12.2,N,N,35.5,9.4,N,N,1.6,2.2,N,N,10.9,7.1,N,N,4.8,4.5,N,N,1944,156,39124,7556,89.1,7.4,39707,8449,0.0,1.7,-,**,0.0,1.7,-,**,3.1,3.2,46659,34081,0.0,1.7,-,**,5.8,6.4,33218,22700,2.0,2.2,17850,13010,6.3,6.1,20843,3887,87.9,7.7,39942,8564,40.2,(X),(X),(X),44.2,(X),(X),(X),33.9,(X),(X),(X)
1400000US36047076000,36047076000,"Census Tract 760, Kings County, New York",1005,63,66929,13516,70.1,7.4,76233,18315,19.4,6.6,19134,8947,23.7,8.3,17839,3239,18.4,7.5,11324,2261,5.2,4.5,3644,2311,9.2,5.0,24843,15380,560,86,90776,22213,17.9,8.9,30611,21480,32.3,11.8,99960,47822,24.5,8.5,137166,76395,20.7,9.9,68134,32476,4.6,5.7,114819,124651,0.0,5.6,-,**,2483,238,27186,5206,87.2,7.8,28928,6044,1.0,0.9,48128,16891,0.0,1.3,-,**,8.9,7.2,7351,1936,0.0,1.3,-,**,2.6,2.6,30742,10729,0.3,0.5,N,N,7.3,4.5,29261,7611,82.7,8.0,28891,6433,38.0,(X),(X),(X),43.4,(X),(X),(X),23.9,(X),(X),(X)
